rating,reviewer_id,date,review_title,review_body
,Jona,2024-04-27,,"This took almost no time to set up, its simple small and portable. I tested it on the floor and after verifying the important stuff worked, I took the mounting base off and screwed it to the ceiling with a single screw and washer. Its now installed and working great. I'm surprised at the quality of the image, it's very clear. The auto-keystone function straightened the image out instantly. With WiFi, Android OS and a remote controller, its a fine standalone entertainment projector. I have not tried casting, nor the USB or HDMI functions, but the streaming is fast and smooth. The only minor complaint is the brightness of the image. Its definitely not bright enough for use in a well lit room, but it works well in a dim room and it's great in the dark. Sound quality is good, it's not loud, but it's crystal clear. Besides, that's what Bluetooth is for. Overall, this is a good, easy to use projector ."
,Asia,2025-03-16,,I love it so much it's absolutely amazing the only problem is that I have an iPhone and am unable to connect my phone the only option available is Miracast for android or I can spend $20 to buy Miracast on my phone (the app is free the service is not) but being able to mirror my phone was a big part of why I ordered so I'm very disappointed. I also saw it being sold for cheaper on TikTok with the screenplay option for iPhone. So like I said I love it it serves the purpose I definitely won't be buying tvs anymore because the product is so great I'm just so hurt about not being able to connect my phone .
,Juan,2024-05-30,,"I tried purchasing the projector listed and instead got a different one, probably with inferior features."
,Bedy,2024-09-27,,"Pocket Projector, nice image, good resolution, nice Screen view size. I used it on the sealing while my girlfriend watched TV. 1080p, 60Hz, Good Gaming 4K, 30Hz, Decent Gaming 1080p, 60Hz, Good Video Streaming 4K, 30Hz, Decent Video Streaming"
,Whitney,2024-06-21,,"awesome display, I watch on the ceiling with no protection sheet. Bluetooth for ear buds or speaker but totally not needed. Uses Miracast rather than chromecast just an app away. it's a yes for me, dawg. This is just my start up photo"
,Min,2024-05-08,,i bought the projector for our family room and the quality was amazing. Everyone loved the projector. it was so easy to use and it was not much of a clean up. we did movie night on my doughter's birthday and her freinds asked for the products afterwards. the only downside is that the audio was little lower so i used bluetooth speaker and was fine. Overall Me and my family loved it a lot ..
,Calvin,2024-06-19,,"I got the Mini Projector Smart for Movie Projection recently, and it's been awesome. Super easy to set up and use, and the picture quality is pretty impressive for such a small device. It's lightweight and portable, so I've been moving it around the house and even used it for an outdoor movie night. One cool thing I tried was projecting onto the ceiling while lying in bed—such a fun experience! Check out the photo. The built-in speakers are decent. Overall, it's a great little projector for the price."
,Nikita,2024-05-06,,I am simply amazed with this product how well it performs. The most i liked about this product is easy to install. Just took 5 minutes from opening to operating. It works with wifi and price is very affordable. I am enjoying watching shows on this projector. Easy to move and setup in any room also you can carry it with you if you want to on a trip.
,SS,2024-05-04,,"This is a smart and compact 4k projector. I liked it, especially at this price range. It works well actually beyond my expectations for this price. I thought it would not work on the wifi but I did. I can watch Prime, Netflix, and YouTube on it. I need not to stick to the TV all the time. I can move to any room I want to and watch anything there. It's very easy to set up. It's worth buying."
,NS,2024-05-01,,I really liked this product. Compact and nice design easy to move and install. I liked the pixels and quality of this projector. It really helps my baby to calm down. I also enjoy watching movies on this projector. It can be connected with WiFi and then we can enjoy Netflix and YouTube very convenient. Can we moved to any room and anywhere without any issues. So far I am very happy with my purchase .
,Jona,2024-04-27,,"This took almost no time to set up, its simple small and portable. I tested it on the floor and after verifying the important stuff worked, I took the mounting base off and screwed it to the ceiling with a single screw and washer. Its now installed and working great. I'm surprised at the quality of the image, it's very clear. The auto-keystone function straightened the image out instantly. With WiFi, Android OS and a remote controller, its a fine standalone entertainment projector. I have not tried casting, nor the USB or HDMI functions, but the streaming is fast and smooth. The only minor complaint is the brightness of the image. Its definitely not bright enough for use in a well lit room, but it works well in a dim room and it's great in the dark. Sound quality is good, it's not loud, but it's crystal clear. Besides, that's what Bluetooth is for. Overall, this is a good, easy to use projector ."
,Asia,2025-03-16,,I love it so much it's absolutely amazing the only problem is that I have an iPhone and am unable to connect my phone the only option available is Miracast for android or I can spend $20 to buy Miracast on my phone (the app is free the service is not) but being able to mirror my phone was a big part of why I ordered so I'm very disappointed. I also saw it being sold for cheaper on TikTok with the screenplay option for iPhone. So like I said I love it it serves the purpose I definitely won't be buying tvs anymore because the product is so great I'm just so hurt about not being able to connect my phone .
,Juan,2024-05-30,,"I tried purchasing the projector listed and instead got a different one, probably with inferior features."
,Bedy,2024-09-27,,"Pocket Projector, nice image, good resolution, nice Screen view size. I used it on the sealing while my girlfriend watched TV. 1080p, 60Hz, Good Gaming 4K, 30Hz, Decent Gaming 1080p, 60Hz, Good Video Streaming 4K, 30Hz, Decent Video Streaming"
,Whitney,2024-06-21,,"awesome display, I watch on the ceiling with no protection sheet. Bluetooth for ear buds or speaker but totally not needed. Uses Miracast rather than chromecast just an app away. it's a yes for me, dawg. This is just my start up photo"
,Sid,2024-06-15,,I honestly am super surprised with the quality of this projector. Apps like Netflix and YouTube already comes installed. You can also cast your phone directly to projector. Love the quality. Totally worth the price.
,Anna,2024-04-24,,"A light and small projector, which is relatively clear even in the daytime. I think it can be used not only at home, but also at camping.The built-in app is also very fast to open."
,Rachel,2024-10-23,,"Amazing! Easy to set up and hook to Wi-Fi picture is crisp and clear, sound is good. I will add a sound bar for better sound for farther away from the unit."
,Stephen,2024-10-31,,"Picture quality is good, but the auto adjust doesn't work well, and I can't get any apps to work on it other than YouTube without adding a chromcast or a roku."
,James,2025-10-30,,"We bought this just for camping, to watch scary movies outdoors! We absolutely love it ! Small ,portable, convenient! Very simple plug n play smart projector! Has HDMI, Bluetooth, and all smart apps preloaded ! Perfect. Hi Def picture and amazing sound for a little projector. All tho we Bluetooth an external speaker for our movies outside! Perfect all around!"
,Carlos,2025-10-31,,I'm very impressed on this little portable projector. Very easy to use. It has a small speaker inside but you can Bluetooth a speaker to making it sound better. Easily sync up your smartphone. It has apps already and you can install apps. Its so portable that I can't wait to take it to the beach or camping or even use it on my balcony.
,Denitra,2025-12-03,,Do not recommend. Only has 4-5 apps already installed and no option to download more. Quality and sound is poor . Plugged in one time and boxed it right back up to get a refund. Black Friday price was a false advertisement this item was never $399.99
,Robert,2025-11-30,,"it is a 40$ projector, not a 300$ projector that has been drastically reduced. Shameful marketing. It is worth what I paid. I hope Walmart is aware that they are using deceptive marketing practices. I just about want to return it because I was lied to, not because I feel ripped off."
,Mark,2025-12-01,,"Great projector for the price. Small size; big picture. Includes apps (YouTube, Netflix, etc.). Streaming video from a smart device wirelessly to the project works well. Easily connects to Bluetooth speakers for premium sound. Would be nice if adding more apps was a feature."
,Bryan,2025-11-20,,"This is a handy little projector. The features work well. Just be aware that it produces very low lumen, so it requires a very dark viewing environment. I had no trouble connecting to the device with my phone and streaming video. It's a pretty good buy as long as you're aware it is not a bright projector."
,Sid,2024-06-15,,I honestly am super surprised with the quality of this projector. Apps like Netflix and YouTube already comes installed. You can also cast your phone directly to projector. Love the quality. Totally worth the price.
,Anna,2024-04-24,,"A light and small projector, which is relatively clear even in the daytime. I think it can be used not only at home, but also at camping.The built-in app is also very fast to open."
,Rachel,2024-10-23,,"Amazing! Easy to set up and hook to Wi-Fi picture is crisp and clear, sound is good. I will add a sound bar for better sound for farther away from the unit."
,Stephen,2024-10-31,,"Picture quality is good, but the auto adjust doesn't work well, and I can't get any apps to work on it other than YouTube without adding a chromcast or a roku."
,James,2025-10-30,,"We bought this just for camping, to watch scary movies outdoors! We absolutely love it ! Small ,portable, convenient! Very simple plug n play smart projector! Has HDMI, Bluetooth, and all smart apps preloaded ! Perfect. Hi Def picture and amazing sound for a little projector. All tho we Bluetooth an external speaker for our movies outside! Perfect all around!"
,Carlos,2025-10-31,,I'm very impressed on this little portable projector. Very easy to use. It has a small speaker inside but you can Bluetooth a speaker to making it sound better. Easily sync up your smartphone. It has apps already and you can install apps. Its so portable that I can't wait to take it to the beach or camping or even use it on my balcony.
,Denitra,2025-12-03,,Do not recommend. Only has 4-5 apps already installed and no option to download more. Quality and sound is poor . Plugged in one time and boxed it right back up to get a refund. Black Friday price was a false advertisement this item was never $399.99
,Robert,2025-11-30,,"it is a 40$ projector, not a 300$ projector that has been drastically reduced. Shameful marketing. It is worth what I paid. I hope Walmart is aware that they are using deceptive marketing practices. I just about want to return it because I was lied to, not because I feel ripped off."
,Mark,2025-12-01,,"Great projector for the price. Small size; big picture. Includes apps (YouTube, Netflix, etc.). Streaming video from a smart device wirelessly to the project works well. Easily connects to Bluetooth speakers for premium sound. Would be nice if adding more apps was a feature."
,Bryan,2025-11-20,,"This is a handy little projector. The features work well. Just be aware that it produces very low lumen, so it requires a very dark viewing environment. I had no trouble connecting to the device with my phone and streaming video. It's a pretty good buy as long as you're aware it is not a bright projector."
,Denitra,2025-12-03,,Do not recommend. Only has 4-5 apps already installed and no option to download more. Quality and sound is poor . Plugged in one time and boxed it right back up to get a refund. Black Friday price was a false advertisement this item was never $399.99
,Shirley,2026-02-16,,"This little projector works really well! The brightness is good, especially in a dark room, and the picture looks clear on a larger screen. I love that it has screen mirroring, which makes it easy to connect my phone. The sound is decent for listening, but you can always add a speaker for better audio. Perfect for family movie nights and definitely worth the price"
,Marie,2026-02-20,,"Issues connecting to wifi. Very slow and sometimes not connecting at all. So we decided to just use the projector using the HDMI cable, but even that gave us issues. The movie being projected froze multiple times even tho it was working fine on the laptop."
,Riley,2026-01-05,,It's alright it's not the best one out there but does what it needs to do I just use my Xbox for it the picture is good but when you change the picture settings the settings are extreme like the brightness gets way to bright even if you only put it up a couple notches if you change the sharpness (barely) it looks like things are outlined in sharpie but it has remote that works well and doesn't make a lot of noise the volume is very low even when it's all the way up so might need a Bluetooth speaker
,Keren,2026-01-05,,"picture is not great on it looks really pixelated even after adjusting all the settings, not very bright. Bluetooth works fine. Also doesn't seem to work with just any HDMI, only works with included HDMI for some reason, but they did include one so that was a plus."
,Dee,2025-12-28,,"I purchased this projector after seeing a version on social media. I was honestly blown away by the picture quality. It has a built in Android system, but an also be used with a Google stick or Roku device. I found it easier to use an add on device's remote control, but that's personal preference. The sound quality could be better, but I use earbuds and it meets expectations with those. You can pair a Bluetooth speaker for better volume. All in all, it's a great little projector for the price and extremely convenient."
,Gysbert,2025-12-27,,This is this is a piece of dung out of a cheap Pakistan product that Walmart is trying to sell to us. Do not buy it. The picture quality is low. It's struggles to connect with Wi-Fi. It struggles to have clear picture. It has no proper focus it does not stay connected to Wi-Fi Bluetooth or your phone.
,Lhohio,2025-12-26,,fraud! i didn't order and i returned it with code i was sent . they refunded them recharged me when i contested it with my card Co they lied n said i ordered 2 and only returned one. despite me providing proof i was only sent one they still wouldn't help me. can't get anyone to figure ot out. scammed me. again note that i didn't even purchase the item. it was ordered in the middle of the night n no one else was here
,Kim,2025-12-25,,My son moved into his own apartment right before Christmas. I knew he liked having a TV in his bedroom and figured he would want one in the living room as well. This was a much cheaper solution and he loved it. It projects right above his fireplace as if he had a TV mounted there and the picture is great. He was really surprised at how well they performed and is extremely happy with it.
,Bryan,2025-11-20,,"This is a handy little projector. The features work well. Just be aware that it produces very low lumen, so it requires a very dark viewing environment. I had no trouble connecting to the device with my phone and streaming video. It's a pretty good buy as long as you're aware it is not a bright projector."
,Denitra,2025-12-03,,Do not recommend. Only has 4-5 apps already installed and no option to download more. Quality and sound is poor . Plugged in one time and boxed it right back up to get a refund. Black Friday price was a false advertisement this item was never $399.99
,Shirley,2026-02-16,,"This little projector works really well! The brightness is good, especially in a dark room, and the picture looks clear on a larger screen. I love that it has screen mirroring, which makes it easy to connect my phone. The sound is decent for listening, but you can always add a speaker for better audio. Perfect for family movie nights and definitely worth the price"
,Marie,2026-02-20,,"Issues connecting to wifi. Very slow and sometimes not connecting at all. So we decided to just use the projector using the HDMI cable, but even that gave us issues. The movie being projected froze multiple times even tho it was working fine on the laptop."
,Riley,2026-01-05,,It's alright it's not the best one out there but does what it needs to do I just use my Xbox for it the picture is good but when you change the picture settings the settings are extreme like the brightness gets way to bright even if you only put it up a couple notches if you change the sharpness (barely) it looks like things are outlined in sharpie but it has remote that works well and doesn't make a lot of noise the volume is very low even when it's all the way up so might need a Bluetooth speaker
,Keren,2026-01-05,,"picture is not great on it looks really pixelated even after adjusting all the settings, not very bright. Bluetooth works fine. Also doesn't seem to work with just any HDMI, only works with included HDMI for some reason, but they did include one so that was a plus."
,Dee,2025-12-28,,"I purchased this projector after seeing a version on social media. I was honestly blown away by the picture quality. It has a built in Android system, but an also be used with a Google stick or Roku device. I found it easier to use an add on device's remote control, but that's personal preference. The sound quality could be better, but I use earbuds and it meets expectations with those. You can pair a Bluetooth speaker for better volume. All in all, it's a great little projector for the price and extremely convenient."
,Gysbert,2025-12-27,,This is this is a piece of dung out of a cheap Pakistan product that Walmart is trying to sell to us. Do not buy it. The picture quality is low. It's struggles to connect with Wi-Fi. It struggles to have clear picture. It has no proper focus it does not stay connected to Wi-Fi Bluetooth or your phone.
,Lhohio,2025-12-26,,fraud! i didn't order and i returned it with code i was sent . they refunded them recharged me when i contested it with my card Co they lied n said i ordered 2 and only returned one. despite me providing proof i was only sent one they still wouldn't help me. can't get anyone to figure ot out. scammed me. again note that i didn't even purchase the item. it was ordered in the middle of the night n no one else was here
,Kim,2025-12-25,,My son moved into his own apartment right before Christmas. I knew he liked having a TV in his bedroom and figured he would want one in the living room as well. This was a much cheaper solution and he loved it. It projects right above his fireplace as if he had a TV mounted there and the picture is great. He was really surprised at how well they performed and is extremely happy with it.
,Bryan,2025-11-20,,"This is a handy little projector. The features work well. Just be aware that it produces very low lumen, so it requires a very dark viewing environment. I had no trouble connecting to the device with my phone and streaming video. It's a pretty good buy as long as you're aware it is not a bright projector."
,miranda,2026-01-01,,This a perfect item for outdoor movie nights. We are moving and I used this in the closet to entertain my daughter as we were moving furniture in and out of the house. It's super easy to use and just an overall great purchase. Can't wait for summer and fire pit season to entertain the kids
,Danny,2025-11-24,,"i loved the price and how compact it is with the ease of use. what I find in operating it is hoe limited it is where you can place it, when tirned on the heat it produces was like a blow dryer . the screen wouldn't level out the functions are easy to navigaye but the picturr quslity to me wasnt as clear as i hoped. read and double read the instructions. but i gibmve it a 3 stars, the heat it blows out was a scary safetyhazzars. but thays just my thought and experience."
,Walmart customer,2025-11-01,,"NOT 1080 as advertised. The native resolution of this unit is 720. That means the element within the projector that creates the display is 1280 x 720. It supports 1080, which means you can put 1080 video into it, but it will be scaled down. There is no internal battery. This must be plugged in with the included adapter. Actual power connector on the unit is a weird 4 pin port, with a 3 prong electrical plug. Back panel has a single full size HDMI port, and a USB-A port for connections. If a USB drive is connected, or an HDMI cable is inserted, the unit base will not be able to rotate completely, as it will hit the USB drive or cable. The underside of the base does include a 1/4"" mounting thread so it can be mounted on a tripod. Focus ring works well and it does produce a sharp image. Menus are straight forward, and clean looking. Shortest distance I was able to get it in focus was about 40"". The unit is light weight and easy to use. I bought this for Halloween projection mapping, and it works just fine. If you want to watch movies while camping, you'll need an external power source, like a solar generator. I don't believe this can be powered by USB, but I didn't test it. To turn on or off, press and hold the power button on the back end for about 3 seconds. Sound isn't bad, but not great. Internal fan is kinda loud which will drown out soft or quiet movies. NO external audio port. You can connect to Bluetooth speakers and the volume control will affect the Bluetooth level. There IS a delay in the audio. The audio is about half a second behind the video. Lip sync is noticeably off. If the connection is lost, the unit will revert back to internal speaker, after about 5-10 seconds. Extra bonus, this comes with (I think 7 different) stars and galaxy projections to shine on your ceiling, however, the frame rate is poor on these videos. Playback (of these star videos) are choppy. Video playback of external content is smooth. I took off 1 star because this is advertised as 1080, and it is not."
,Michael,2025-11-12,,"I bought this for a gift for Christmas. It looks like a very nice projector. I don't want to open it up because it is a Christmas gift. For the money it looks like a great deal. I also bought a portable screen and a sound bar. They like to have a movie night, every Saturday night. I know that the kids will love it, because of the size..... It should look like you are at the Drive -IN ......."
,Julie,2026-01-07,,Finally got the projector setup and turned on to discover the lens is dirty on the inside. Dirt spots show up in the middle of the screen with everything I try to watch making us miss the fine detail. Like watching a bad vhs tape. If that's not bad enough the projector constantly shuts off at random moments throughout the movie. Tech support recommends unplugging the projector to fix this problem. It does not correct the problem.
,Jason,2025-12-15,,Works exceptionally well for the price and more features than something you spend hundreds of dollars on or even over a thousand this thing has more features so it's good for me and I'm sure it's good for others if you need something inexpensive that's got good quality and multiple features
,Kim,2025-12-25,,My son moved into his own apartment right before Christmas. I knew he liked having a TV in his bedroom and figured he would want one in the living room as well. This was a much cheaper solution and he loved it. It projects right above his fireplace as if he had a TV mounted there and the picture is great. He was really surprised at how well they performed and is extremely happy with it.
